Thu May 22 00:58:14 2025    out.prof

         81000586 function calls (80994289 primitive calls) in 41.105 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\cpython\hashing.py:1(<module>)
    13251    0.006    0.000    0.006    0.000 {built-in method pygame.mouse.get_pos}
    12322    0.006    0.000    0.006    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\moderngl\__init__.py:632(filter)
      311    0.000    0.000    0.006    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\extending.py:157(wrap)
     6161    0.002    0.000    0.006    0.000 C:\Users\leopc\AProgramming\0_Python_Projects\BlocksRewritten\src\entities.py:469(process)
    12322    0.006    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\enum.py:1231(__str__)
      311    0.000    0.000    0.006    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\extending.py:140(register_jitable)
       30    0.003    0.000    0.006    0.000 C:\Users\leopc\AProgramming\0_Python_Projects\BlocksRewritten\src\world.py:193(modify_chunk)
        1    0.000    0.000    0.006    0.006 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\np\arraymath.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\cpython\old_hashing.py:1(<module>)
      121    0.004    0.000    0.006    0.000 {built-in method _io.open}
     5144    0.001    0.000    0.006    0.000 C:\Users\leopc\AProgramming\0_Python_Projects\BlocksRewritten\src\world.py:306(set)
    53816    0.005    0.000    0.005    0.000 {built-in method math.ceil}
      115    0.000    0.000    0.005    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\pathlib.py:1005(open)
        1    0.000    0.000    0.005    0.005 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\inline_closurecall.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\moderngl\__init__.py:1947(create_context)
        1    0.003    0.003    0.005    0.005 {built-in method moderngl.mgl.create_context}
     1328    0.005    0.000    0.005    0.000 {built-in method pygame.transform.flip}
      464    0.002    0.000    0.005    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.005    0.005 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\codegen.py:667(_optimize_final_module)
        1    0.000    0.000    0.004    0.004 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\np\old_arraymath.py:1(<module>)
        2    0.001    0.001    0.004    0.002 C:\Users\leopc\AProgramming\0_Python_Projects\BlocksRewritten\src\world.py:375(update_lighting)
    12322    0.004    0.000    0.004    0.000 {method 'use' of 'mgl.Texture' objects}
        1    0.000    0.000    0.004    0.004 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\typed\typedlist.py:1(<module>)
       94    0.004    0.000    0.004    0.000 {built-in method _io.open_code}
        1    0.000    0.000    0.004    0.004 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\np\npdatetime.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\np\random\generator_methods.py:1(<module>)
      115    0.000    0.000    0.004    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:826(_normalized_name)
        1    0.000    0.000    0.004    0.004 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\typed\typeddict.py:1(<module>)
    19615    0.004    0.000    0.004    0.000 {method 'move' of 'pygame.rect.FRect' objects}
    16663    0.002    0.000    0.004    0.000 {method 'get' of 'dict' objects}
     5759    0.002    0.000    0.004    0.000 C:\Users\leopc\AProgramming\0_Python_Projects\BlocksRewritten\src\world.py:106(break_)
    16549    0.003    0.000    0.004    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\utils.py:484(sublist_iterator)
       96    0.004    0.000    0.004    0.000 {method 'read' of '_io.BufferedReader' objects}
     1866    0.001    0.000    0.004    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\types\abstract.py:49(_intern)
    26908    0.004    0.000    0.004    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.004    0.004 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\codegen.py:731(add_ir_module)
        1    0.000    0.000    0.003    0.003 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\cpython\randomimpl.py:1(<module>)
      232    0.000    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\pathlib.py:437(__str__)
      120    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
    19615    0.003    0.000    0.003    0.000 {method 'move' of 'pygame.rect.Rect' objects}
        2    0.000    0.000    0.003    0.002 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\llvmlite\binding\passmanagers.py:685(run)
    20551    0.003    0.000    0.003    0.000 {built-in method builtins.getattr}
     1976    0.001    0.000    0.003    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\base.py:368(insert_func_defn)
      111    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      544    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
        1    0.000    0.000    0.003    0.003 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\np\npyfuncs.py:1(<module>)
      239    0.000    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\pathlib.py:551(drive)
    14045    0.003    0.000    0.003    0.000 C:\Users\leopc\AProgramming\0_Python_Projects\BlocksRewritten\src\midblit.py:24(active)
     2469    0.001    0.000    0.003    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\target_extension.py:53(get_local_target)
       96    0.003    0.000    0.003    0.000 {built-in method _thread.start_new_thread}
        1    0.000    0.000    0.003    0.003 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\np\arrayobj.py:1(<module>)
      239    0.000    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\pathlib.py:407(_load_parts)
     6161    0.002    0.000    0.003    0.000 C:\Users\leopc\AProgramming\0_Python_Projects\BlocksRewritten\src\midblit.py:65(update)
       96    0.000    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\threading.py:1018(_bootstrap)
    12322    0.003    0.000    0.003    0.000 {method 'get_size' of 'pygame.surface.Surface' objects}
      108    0.000    0.000    0.003    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\extending.py:398(intrinsic)
       96    0.000    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\threading.py:1058(_bootstrap_inner)
      108    0.000    0.000    0.003    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\extending.py:435(_intrinsic)
       38    0.000    0.000    0.003    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\decorators.py:239(njit)
     1559    0.002    0.000    0.003    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\types\functions.py:245(__init__)
      250    0.000    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\re\__init__.py:280(_compile)
       38    0.000    0.000    0.003    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\decorators.py:26(jit)
     6162    0.003    0.000    0.003    0.000 {built-in method pygame.time.get_ticks}
        1    0.000    0.000    0.002    0.002 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\cpython\listobj.py:1(<module>)
    12322    0.002    0.000    0.002    0.000 {method '__format__' of 'str' objects}
      239    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\typing\templates.py:1188(make_overload_method_template)
       96    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
      115    0.001    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:347(__new__)
        8    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:794(<genexpr>)
      246    0.002    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\typing\templates.py:1166(make_overload_attribute_template)
        7    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:692(search)
       38    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\decorators.py:202(wrapper)
      881    0.002    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\threading.py:1535(enumerate)
       38    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\dispatcher.py:757(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\typed\dictobject.py:1(<module>)
       94    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1206(path_stats)
        1    0.000    0.000    0.002    0.002 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\codegen.py:740(add_llvm_module)
       19    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\re\_compiler.py:745(compile)
      188    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:486(cache_from_source)
       17    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\re\__init__.py:226(compile)
      108    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\extending.py:352(_register)
        1    0.000    0.000    0.002    0.002 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\codegen.py:651(_optimize_functions)
        7    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\_functools.py:75(wrapper)
        7    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:701(lookup)
     1976    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\base.py:372(_insert_getattr_defn)
        7    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:707(__init__)
     1723    0.002    0.000    0.002    0.000 C:\Users\leopc\AProgramming\0_Python_Projects\BlocksRewritten\src\midblit.py:32(process_event)
     1976    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\base.py:380(_insert_cast_defn)
     1976    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\base.py:384(_insert_get_constant_defn)
    24640    0.002    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\moderngl\__init__.py:1293(gc_mode)
     1976    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\base.py:376(_insert_setattr_defn)
        1    0.000    0.000    0.002    0.002 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\cffi\__init__.py:1(<module>)
      324    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\types\functions.py:266(augment)
      117    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\pathlib.py:447(__fspath__)
       96    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        1    0.000    0.000    0.002    0.002 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\cpython\numbers.py:1(<module>)
24642/24537    0.002    0.000    0.002    0.000 {built-in method builtins.len}
      639    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\event.py:404(end_event)
     1278    0.000    0.000    0.002    0.000 C:\Users\leopc\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numba\core\event.py:209(broadcast)
    13454    0.002    0.000    0.002    0.000 C:\Users\leopc\AProgramming\0_Python_Projects\pyengine\pyengine\pgwidgets.py:627(__bool__)
     9119    0.001    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\enum.py:1266(__hash__)
